sequence_id,frame,label,kpt_0,kpt_1,kpt_2,kpt_3,kpt_4,kpt_5,kpt_6,kpt_7,kpt_8,kpt_9,kpt_10,kpt_11,kpt_12,kpt_13,kpt_14,kpt_15,kpt_16,kpt_17,kpt_18,kpt_19,kpt_20,kpt_21,kpt_22,kpt_23,kpt_24,kpt_25,kpt_26,kpt_27,kpt_28,kpt_29,kpt_30,kpt_31,kpt_32,kpt_33
Walking_walking_2.mp4,0,0,0.5038278102874756,0.47030994296073914,0.5024740099906921,0.45643776655197144,0.5038625597953796,0.4546331763267517,0.4808257818222046,0.4611356854438782,0.5096052289009094,0.46324896812438965,0.4632965326309204,0.5235661864280701,0.51963210105896,0.5291420221328735,0.4501950740814209,0.6090787649154663,0.5290641188621521,0.6260953545570374,0.46207743883132935,0.6566121578216553,0.5352296233177185,0.6939451694488525,0.4670655429363251,0.6863521933555603,0.5063842535018921,0.6889870762825012,0.46709102392196655,0.8093792796134949,0.508652925491333,0.8131179213523865,0.4658612310886383,0.9322509765625,0.5037984251976013,0.9420467615127563
Walking_walking_2.mp4,1,0,0.5300675630569458,0.4770018458366394,0.5297722816467285,0.463651567697525,0.5306973457336426,0.45986640453338623,0.5134783983230591,0.4718339145183563,0.5443601608276367,0.4675743877887726,0.49682971835136414,0.5344054698944092,0.5550873279571533,0.5305242538452148,0.4874865710735321,0.6165622472763062,0.5633817911148071,0.6288809180259705,0.5057141780853271,0.6580573320388794,0.5710393190383911,0.7040945887565613,0.5075138807296753,0.6905092000961304,0.5467656254768372,0.6896337270736694,0.5110658407211304,0.8116083145141602,0.5387611389160156,0.8060397505760193,0.5151625871658325,0.9180414080619812,0.5304399728775024,0.9131390452384949
Walking_walking_2.mp4,2,0,0.5318145155906677,0.4725636839866638,0.5324593782424927,0.45930275321006775,0.5329153537750244,0.45612725615501404,0.5217518210411072,0.4691300392150879,0.5516926050186157,0.4665680527687073,0.5063146948814392,0.5330692529678345,0.5631862282752991,0.5355091094970703,0.4943345785140991,0.6103368401527405,0.5688352584838867,0.6360583305358887,0.5046915411949158,0.6575586199760437,0.575052797794342,0.702594518661499,0.5125520825386047,0.6948253512382507,0.5514264702796936,0.6956542730331421,0.5103591084480286,0.8111373782157898,0.5414388179779053,0.8093912601470947,0.5141186118125916,0.9188699126243591,0.5357619524002075,0.9127673506736755
Walking_walking_2.mp4,3,0,0.5200362205505371,0.46474599838256836,0.5205182433128357,0.4513498842716217,0.5214399695396423,0.4487733542919159,0.5095082521438599,0.4572029113769531,0.5379900336265564,0.4563000798225403,0.4934922456741333,0.5165213942527771,0.5508387088775635,0.5178179740905762,0.4770873188972473,0.6018337607383728,0.5583768486976624,0.6144636273384094,0.4911854863166809,0.653214693069458,0.5639215111732483,0.6898647546768188,0.4993317425251007,0.6797319054603577,0.5381543636322021,0.6810266971588135,0.5050418972969055,0.7995054125785828,0.5364381074905396,0.8000364303588867,0.5057156085968018,0.9187237024307251,0.5260908007621765,0.9205178618431091
Walking_walking_2.mp4,4,0,0.5171372890472412,0.45022818446159363,0.515430748462677,0.43751972913742065,0.5169188976287842,0.43497511744499207,0.49690115451812744,0.4437558352947235,0.5243105292320251,0.4432189166545868,0.4813265800476074,0.5042986273765564,0.5342644453048706,0.50791996717453,0.4648211896419525,0.5877542495727539,0.5454097986221313,0.6021682024002075,0.4666793942451477,0.6554282903671265,0.5513598322868347,0.680676281452179,0.4884168207645416,0.6627365350723267,0.5235080122947693,0.6667768359184265,0.48846814036369324,0.7876856923103333,0.5197417736053467,0.7940453290939331,0.48896467685699463,0.9117430448532104,0.5102912783622742,0.9182404279708862
Walking_walking_2.mp4,5,0,0.5269191861152649,0.4465387761592865,0.5265424847602844,0.4298644959926605,0.5250638723373413,0.42868226766586304,0.5048587918281555,0.4359937310218811,0.5334723591804504,0.43859225511550903,0.4906914532184601,0.5032085180282593,0.5500792264938354,0.5085040330886841,0.47442427277565,0.5959830284118652,0.5609079003334045,0.609416663646698,0.4770258963108063,0.6686760783195496,0.560370922088623,0.6738817095756531,0.4950098395347595,0.6685622334480286,0.5353179574012756,0.6712790131568909,0.49391502141952515,0.7914362549781799,0.5306473970413208,0.7988142371177673,0.4985157251358032,0.9112049341201782,0.5235199928283691,0.9244492053985596
Walking_walking_2.mp4,6,0,0.5276970267295837,0.45391666889190674,0.5286750197410583,0.43721380829811096,0.5263381600379944,0.43602797389030457,0.5155885219573975,0.44252243638038635,0.5425135493278503,0.4445057213306427,0.5066342949867249,0.5090487003326416,0.5630056262016296,0.5130031704902649,0.486687570810318,0.5962899327278137,0.5747880339622498,0.6054133176803589,0.48860687017440796,0.6753252744674683,0.5719628930091858,0.6676585674285889,0.511758029460907,0.6728788614273071,0.550241231918335,0.6754454374313354,0.5086674094200134,0.7926477789878845,0.5442483425140381,0.8027063608169556,0.5123887062072754,0.917033314704895,0.5413708686828613,0.9323257207870483
Walking_walking_2.mp4,7,0,0.5435956120491028,0.4502297341823578,0.5428110361099243,0.43492811918258667,0.5434279441833496,0.4343039393424988,0.5245460867881775,0.4391826093196869,0.5523051023483276,0.44331908226013184,0.5105596780776978,0.5052717924118042,0.5705581307411194,0.5113050937652588,0.49337446689605713,0.5983546376228333,0.5825246572494507,0.6045420169830322,0.4902200400829315,0.6760042309761047,0.5725228190422058,0.6545978784561157,0.5174880027770996,0.6710749864578247,0.5579348802566528,0.6728442311286926,0.5167852640151978,0.7957781553268433,0.5556981563568115,0.8041595220565796,0.5171773433685303,0.9166115522384644,0.5470388531684875,0.9282702803611755
Walking_walking_2.mp4,8,0,0.5172709226608276,0.4613092243671417,0.5182070136070251,0.4447188377380371,0.5163332223892212,0.4447506368160248,0.506275475025177,0.4488598704338074,0.5333645343780518,0.45344483852386475,0.49826058745384216,0.5113794803619385,0.5533705949783325,0.5189542174339294,0.4730588495731354,0.6022807955741882,0.5631041526794434,0.6109259724617004,0.4711134731769562,0.679065465927124,0.5545058250427246,0.6517980098724365,0.49882614612579346,0.6708453893661499,0.5367782115936279,0.6748987436294556,0.49752581119537354,0.783342719078064,0.5362393856048584,0.7985472083091736,0.49790823459625244,0.9026218056678772,0.5334560871124268,0.9233555793762207
Walking_walking_2.mp4,9,0,0.5104624032974243,0.4627235531806946,0.5099915862083435,0.4467330873012543,0.5091785788536072,0.4461725652217865,0.49316975474357605,0.45200052857398987,0.5216803550720215,0.45510604977607727,0.4814372658729553,0.5167742967605591,0.5395790934562683,0.5219480395317078,0.45816031098365784,0.6065011620521545,0.5540102124214172,0.6118040084838867,0.451874315738678,0.6889873147010803,0.5443857908248901,0.6637437343597412,0.4865022301673889,0.6829215884208679,0.5242419242858887,0.6874452233314514,0.4923577308654785,0.8017691969871521,0.5219014286994934,0.8159226775169373,0.49561789631843567,0.9227819442749023,0.5140758752822876,0.9410334229469299
Walking_walking_2.mp4,10,0,0.5100119113922119,0.47117677330970764,0.5094971656799316,0.4591084122657776,0.5128722190856934,0.45702287554740906,0.5030289888381958,0.4665091633796692,0.5331065654754639,0.46425408124923706,0.4905209541320801,0.5326457619667053,0.5496859550476074,0.5299327969551086,0.46873629093170166,0.6250030994415283,0.5649223327636719,0.6208702921867371,0.459012508392334,0.7069032192230225,0.5557979941368103,0.678095281124115,0.5003396272659302,0.6981199383735657,0.5391250252723694,0.698550283908844,0.5036332607269287,0.8234637379646301,0.5379055142402649,0.8271085619926453,0.5069642066955566,0.948070764541626,0.5325285792350769,0.9449632167816162
